Municipio;Nombre;Comentario;Referencia
tres cantos;La Bocatoma Sabor Venezolano;Nos gustó mucho todo lo que nos recomendaron. Estaba todo muy bueno. Tequeños, empanadas, arepas... También tienen productos a la venta típicos venezolanos;https://www.tripadvisor.es/Restaurant_Review-g562662-d8640014-Reviews-or20-La_Bocatoma_Sabor_Venezolano-Tres_Cantos.html
tres cantos;La Bocatoma Sabor Venezolano;Hemos ido varias veces y nunca nos decepciona. El trato es genial y la comida muy rica. Calidad precio estupendo. Los zumos naturales y el ponche casero que hacen  muy recomendables. Sin duda volveremos.;https://www.tripadvisor.es/Restaurant_Review-g562662-d8640014-Reviews-or20-La_Bocatoma_Sabor_Venezolano-Tres_Cantos.html
tres cantos;La Bocatoma Sabor Venezolano;Fuimos 5 a comer, entre semana. Fuimos con reserva y menos mal porque tiene pinta de ser un habitual y no es muy grande. La comida espectacular, sabrosa y abundante. El precio, con lo que comimos, muy bien. y lo mejor el personal, muy atentos...Más;https://www.tripadvisor.es/Restaurant_Review-g562662-d8640014-Reviews-or20-La_Bocatoma_Sabor_Venezolano-Tres_Cantos.html
tres cantos;La Bocatoma Sabor Venezolano;Lugar pequeñito pero muy acogedor su personal muy agradable y encantador y sobre todo sus productos de gran calidad ademas de un precio muy acorde;https://www.tripadvisor.es/Restaurant_Review-g562662-d8640014-Reviews-or20-La_Bocatoma_Sabor_Venezolano-Tres_Cantos.html
tres cantos;La Bocatoma Sabor Venezolano;Comida con mucho sabor y raciones abundantes. Buen trato y buenos precios. Opciones vegetarianas muy ricas.;https://www.tripadvisor.es/Restaurant_Review-g562662-d8640014-Reviews-or20-La_Bocatoma_Sabor_Venezolano-Tres_Cantos.html
tres cantos;La Bocatoma Sabor Venezolano;"Una opción para quien guste de explorar nuevos sabores.
Cenamos un par de platos en la diminuta terraza, amablemente atendidos, y, gracias a la camarera que nos aconsejó, no nos atiborramos más de la cuenta.
Se come mucho, bien y barato.
¿Alguien da más?";https://www.tripadvisor.es/Restaurant_Review-g562662-d8640014-Reviews-or20-La_Bocatoma_Sabor_Venezolano-Tres_Cantos.html
tres cantos;La Bocatoma Sabor Venezolano;Me encanta venir a sabor y sazón por que me recuerda mi viaje a Venezuela La auténtica comida veneZolana en tres Cantos. Repetiremos!!!!!Más;https://www.tripadvisor.es/Restaurant_Review-g562662-d8640014-Reviews-or20-La_Bocatoma_Sabor_Venezolano-Tres_Cantos.html
tres cantos;La Bocatoma Sabor Venezolano;Exquisito, auténtico y delicioso. Excelentes cachapas y patacones. Muy buen trato y servicio. Local estupendo.;https://www.tripadvisor.es/Restaurant_Review-g562662-d8640014-Reviews-or20-La_Bocatoma_Sabor_Venezolano-Tres_Cantos.html
tres cantos;La Bocatoma Sabor Venezolano;Cada vez que pasamos por Tres Cantos aprovechamos la oportunidad de visitarles. Riquisimo todo,  muy amables, buenisimos los zumos naturales.  100% recomendable. La tienda es una maravilla.;https://www.tripadvisor.es/Restaurant_Review-g562662-d8640014-Reviews-or20-La_Bocatoma_Sabor_Venezolano-Tres_Cantos.html
tres cantos;La Bocatoma Sabor Venezolano;El último viernes a finales de Junio estuve llegué al establecimiento. En la terraza había dos mesas libres y escojo una al azar para sentarme. Tras 10 minutos esperando cuando le digo a la camarera que me tome nota me dice la chica que lo...Más;https://www.tripadvisor.es/Restaurant_Review-g562662-d8640014-Reviews-or30-La_Bocatoma_Sabor_Venezolano-Tres_Cantos.html
tres cantos;La Bocatoma Sabor Venezolano;"Buenas; acabo de comerme una arepa pipiada regada con un doble de mahou que estaban de lujo. Muy amables. Recomendable.";https://www.tripadvisor.es/Restaurant_Review-g562662-d8640014-Reviews-or30-La_Bocatoma_Sabor_Venezolano-Tres_Cantos.html
tres cantos;La Bocatoma Sabor Venezolano;Estuvimos cenando unas arepas y empanadillas. Buena calidad y sabor. El servicio es un poco lento,  pero no en exceso. Volveremos;https://www.tripadvisor.es/Restaurant_Review-g562662-d8640014-Reviews-or30-La_Bocatoma_Sabor_Venezolano-Tres_Cantos.html
tres cantos;La Bocatoma Sabor Venezolano;"Autentica comida venezolana y ademas tiene buenos precios
Son un poco lentos sirviendo pero nada exajerado
Quiero volver pronto";https://www.tripadvisor.es/Restaurant_Review-g562662-d8640014-Reviews-or30-La_Bocatoma_Sabor_Venezolano-Tres_Cantos.html
tres cantos;La Bocatoma Sabor Venezolano;pabellón criollo espectacular y muy buenas arepas y pequeños a mi hija y su amigo les encantó. Trato muy atento y gran calidad en la materia prima.;https://www.tripadvisor.es/Restaurant_Review-g562662-d8640014-Reviews-or30-La_Bocatoma_Sabor_Venezolano-Tres_Cantos.html
tres cantos;La Bocatoma Sabor Venezolano;La comida es bastante buena la atención correcta un restaurante pequeño pero cumple con mis espectativas y buen servicio en sala  en esta ocasión probé un hervido de costilla;https://www.tripadvisor.es/Restaurant_Review-g562662-d8640014-Reviews-or30-La_Bocatoma_Sabor_Venezolano-Tres_Cantos.html
tres cantos;La Bocatoma Sabor Venezolano;Comida muy sabrosa, el precio me parece justay trato estupendo. Nuestros platos favoritos la arepa pelua (aunque todas están buenísimas) y el pabellón. Además en ocasiones especiales hacen hervidos y pan de jamón en Navidad. La última vez que fui no tenían Polar, sino Zulia,...Más;https://www.tripadvisor.es/Restaurant_Review-g562662-d8640014-Reviews-or30-La_Bocatoma_Sabor_Venezolano-Tres_Cantos.html
tres cantos;La Bocatoma Sabor Venezolano;La comida de este sitio está buenísima, lo recomiendo sin ninguna duda. Lo mejor el patacón. Barato.;https://www.tripadvisor.es/Restaurant_Review-g562662-d8640014-Reviews-or30-La_Bocatoma_Sabor_Venezolano-Tres_Cantos.html
tres cantos;La Bocatoma Sabor Venezolano;Tiene pinta de que la comida es bastante casera y se hace en el momento. Para mi gusto con quizá exceso de salsas. Pero está buena. La cantidad es escasa en relación al precio. Es un sitio que desde la calle no tiene demasiada visibilidad.;https://www.tripadvisor.es/Restaurant_Review-g562662-d8640014-Reviews-or30-La_Bocatoma_Sabor_Venezolano-Tres_Cantos.html
tres cantos;La Bocatoma Sabor Venezolano;"Lugar perfecto para comer rico y baratito!
Los camareros son super amables. Los platos tardan en salir pero porque se nota que se preparan en el momento. Todo muy rico y hecho con mimo.
Nos pedimos la opción del menu de patacón, tequeños y refresco...Más";https://www.tripadvisor.es/Restaurant_Review-g562662-d8640014-Reviews-or30-La_Bocatoma_Sabor_Venezolano-Tres_Cantos.html
tres cantos;La Bocatoma Sabor Venezolano;Nos gustó mucho que todo es casero y volveremos a probar más platos de la carta. Sin embargo, lo que pedimos nos pareció caro y de tamaño se quedaban cortos, tanto las arepas como el patacón, que por 6€ es excesivo para el tamaño que...Más;https://www.tripadvisor.es/Restaurant_Review-g562662-d8640014-Reviews-or40-La_Bocatoma_Sabor_Venezolano-Tres_Cantos.html
tres cantos;La Bocatoma Sabor Venezolano;Buscábamos un sitio en el que desayunar y nos atendieron muy bien, desde luego fue toda una sorpresa. El trato muy bueno y la comida muy rica.;https://www.tripadvisor.es/Restaurant_Review-g562662-d8640014-Reviews-or40-La_Bocatoma_Sabor_Venezolano-Tres_Cantos.html
tres cantos;La Bocatoma Sabor Venezolano;Me encanta todo lo q tiene y soy nueva en comida venezolana pero repetiré, se nota que es familiar y sobre todo la limpieza que tiene además son muy amables.;https://www.tripadvisor.es/Restaurant_Review-g562662-d8640014-Reviews-or40-La_Bocatoma_Sabor_Venezolano-Tres_Cantos.html
tres cantos;La Bocatoma Sabor Venezolano;"Está genial la comida y se nota que es casera 100%, ahí ninguna pega.

La reina pepiada la noté con menos aguacate que otras veces, no sé si es cosa mia pero no se veía como otras veces, adjunto foto.

El sitio bien, pero al...Más";https://www.tripadvisor.es/Restaurant_Review-g562662-d8640014-Reviews-or40-La_Bocatoma_Sabor_Venezolano-Tres_Cantos.html
tres cantos;La Bocatoma Sabor Venezolano;Me gustan mucho las arepas y los tequeños, los chicos muy majos. Siempre me lo pido para llevar, porque el sitio es muy pequeño. Tienen terraza, así que en verano irá más gente.Más;https://www.tripadvisor.es/Restaurant_Review-g562662-d8640014-Reviews-or40-La_Bocatoma_Sabor_Venezolano-Tres_Cantos.html
tres cantos;La Bocatoma Sabor Venezolano;Ha sido un descubrimiento lo bien que nos han atendido y cenado unas delicatessen estupendas típicas venezolanas muy recomendables los patagones buenisimos;https://www.tripadvisor.es/Restaurant_Review-g562662-d8640014-Reviews-or40-La_Bocatoma_Sabor_Venezolano-Tres_Cantos.html
tres cantos;La Bocatoma Sabor Venezolano;El restaurante es pequeño y sin pretensiones, unas seis mesas. La carta no es extensa pero la comida está buenísima, sobre todo el Pabellón Criollo. Vimos que mucha gente encargaba la comida, para llevarla a casa. Y se la preparaban en tápers muy bien acondicionada....Más;https://www.tripadvisor.es/Restaurant_Review-g562662-d8640014-Reviews-or40-La_Bocatoma_Sabor_Venezolano-Tres_Cantos.html
tres cantos;La Bocatoma Sabor Venezolano;"Ha sido mi primera visita a un restaurante Venezolano,,,, y la verdad que salí muy contento.
Restaurante humilde pero con sabor,,,,, que en el fondo es de lo que se trata.
El trato y las recomendaciones a la hora de pedir por parte de la...Más";https://www.tripadvisor.es/Restaurant_Review-g562662-d8640014-Reviews-or40-La_Bocatoma_Sabor_Venezolano-Tres_Cantos.html
tres cantos;La Bocatoma Sabor Venezolano;"Toda la comida estaba rica, los tequeños son excepcionales, las arepas están buenas y el patacón excelente!
El sitio es pequeño y muy agradable, también tiene terraza, para la primavera será fenomenal.
El personal amable y correcto.";https://www.tripadvisor.es/Restaurant_Review-g562662-d8640014-Reviews-or40-La_Bocatoma_Sabor_Venezolano-Tres_Cantos.html
tres cantos;La Bocatoma Sabor Venezolano;La comida es buena, pero el servicio de mesa es malo, deberían de mejorar en pequeños detalles. La comida la sirven en platos muy pequeños e incómodos para comer, no habíamos terminado de comer cuando ya empezaron a recoger los platos vacios y a limpiar...Más;https://www.tripadvisor.es/Restaurant_Review-g562662-d8640014-Reviews-or40-La_Bocatoma_Sabor_Venezolano-Tres_Cantos.html
tres cantos;La Bocatoma Sabor Venezolano;"Un sitio ideal en Tres Cantos para degustar la deliciosa cocina venezolana.
Se puede tapar o comer con alguien
 Aunque el sitio es algo pequeño. Atención rápida y a muy buen precio";https://www.tripadvisor.es/Restaurant_Review-g562662-d8640014-Reviews-or50-La_Bocatoma_Sabor_Venezolano-Tres_Cantos.html
tres cantos;La Bocatoma Sabor Venezolano;Se trata de un local pequeño donde se sirve comida venezolana. Lo cierto es que siempre está lleno y a las horas habituales de cena es difícil encontrar mesa. La cocina es pequeña y hay que tener un poco de paciencia. La atención es muy...Más;https://www.tripadvisor.es/Restaurant_Review-g562662-d8640014-Reviews-or50-La_Bocatoma_Sabor_Venezolano-Tres_Cantos.html
tres cantos;La Bocatoma Sabor Venezolano;Muy coqueto bar-restaurante donde degustar diferentes platos venezolanos. Buen precio y comida riquísima. Ha sido una buena experiencia. Es pequeño, pero pudimos reservar, de lo contrario no habríamos tenido mesa (domingo al mediodía).;https://www.tripadvisor.es/Restaurant_Review-g562662-d8640014-Reviews-or50-La_Bocatoma_Sabor_Venezolano-Tres_Cantos.html
tres cantos;La Bocatoma Sabor Venezolano;Fuimos un grupo grande para celebrar un cumpleaños, previamente se había acordado un menú con bastantes platos, todo riquísimo, el trato fue agradable y en general pasamos muy buen rato, volveremos con seguridad!;https://www.tripadvisor.es/Restaurant_Review-g562662-d8640014-Reviews-or50-La_Bocatoma_Sabor_Venezolano-Tres_Cantos.html
tres cantos;La Bocatoma Sabor Venezolano;Buen restaurante para empezar a conocer la gastronomia venezolana a un precio magnifico. Local pequeño.;https://www.tripadvisor.es/Restaurant_Review-g562662-d8640014-Reviews-or50-La_Bocatoma_Sabor_Venezolano-Tres_Cantos.html
tres cantos;La Bocatoma Sabor Venezolano;"Siempre que voy salgo encantada, no solo por la comida, si no por el servicio. Son encantadores y se toman muy en serio su negocio, con platos tradicionales, jugos frescos y autentico sabor venezolano.

Las cachapas son espectaculares, la yuca frita está deliciosa y las...Más";https://www.tripadvisor.es/Restaurant_Review-g562662-d8640014-Reviews-or50-La_Bocatoma_Sabor_Venezolano-Tres_Cantos.html
tres cantos;La Bocatoma Sabor Venezolano;"La verdad es que no tenia ninguna referencia a la comida venezolana y, la verdad, tampoco demasiado interés.
Se trata de un local muy pequeño, gestionado por lo que entiendo es una familia que te atienden con amabilidad y una sonrisa.
Sus arepas son fantásticas,los...Más";https://www.tripadvisor.es/Restaurant_Review-g562662-d8640014-Reviews-or50-La_Bocatoma_Sabor_Venezolano-Tres_Cantos.html
tres cantos;La Bocatoma Sabor Venezolano;"Este restaurante  cubrió mis espectativas y más. Buena comida de sabor venezolano y atención esmerada 
  
Recomendado";https://www.tripadvisor.es/Restaurant_Review-g562662-d8640014-Reviews-or50-La_Bocatoma_Sabor_Venezolano-Tres_Cantos.html
tres cantos;La Bocatoma Sabor Venezolano;Un sitio al norte de Madrid con autentico sabor Venezolano, si solo quiere botana pequeña tenéis que pedir los platillos pequeños como Arepitas, Empanaditas o los Tequeños, en cambio si tienes un poco mas de apetito te recomiendo unos combos que incluyen unos cuantos Tequeños,...Más;https://www.tripadvisor.es/Restaurant_Review-g562662-d8640014-Reviews-or50-La_Bocatoma_Sabor_Venezolano-Tres_Cantos.html
tres cantos;La Bocatoma Sabor Venezolano;"Comida venezolana, riquísima (arepas, empanadas, tequeños, pabellón) y con un trato muy amable.
comimos en la terraza y no hubiéramos parado de comer!
fantástico!
deseando volver";https://www.tripadvisor.es/Restaurant_Review-g562662-d8640014-Reviews-or50-La_Bocatoma_Sabor_Venezolano-Tres_Cantos.html
tres cantos;La Bocatoma Sabor Venezolano;Con frecuencia soy asidua a Tres Cantos y al ver que en Av. Viñuelas habia un restaurante venezolano no me lo pensé para entrar y probar. Mas complacida imposible. Un local acogedor por la atención tan esmerada y cercana de sus ahora dueños (Nos contaron...Más;https://www.tripadvisor.es/Restaurant_Review-g562662-d8640014-Reviews-or230-La_Bocatoma_Sabor_Venezolano-Tres_Cantos.html
tres cantos;La Bocatoma Sabor Venezolano;EXCELENTE SERVICIO, LO RECOMIENDO!!! Y LA COMIDA ESPECTACULAR, buen lugar para pasarla con amigos y tomarse un buen jugo de mangoMás;https://www.tripadvisor.es/Restaurant_Review-g562662-d8640014-Reviews-or230-La_Bocatoma_Sabor_Venezolano-Tres_Cantos.html
tres cantos;La Bocatoma Sabor Venezolano;Muy rica la comida y una atención estupenda. Sitio muy recomendable y acogedor. Era la primera vez que probábamos la comida venezolana. Repetiremos!;https://www.tripadvisor.es/Restaurant_Review-g562662-d8640014-Reviews-or230-La_Bocatoma_Sabor_Venezolano-Tres_Cantos.html
tres cantos;La Bocatoma Sabor Venezolano;"Trato: Ha sido excelente. Muy cordial, profesional y amable.

Carta: Contiene una gran variedad de sabores, ideal para volver y continuar la degustación :D

Precio: Al alcance de todos los bolsillos.

Recomendado para todo tipo de grupos de personas. 
Es un excelente sitio para probar...Más";https://www.tripadvisor.es/Restaurant_Review-g562662-d8640014-Reviews-or230-La_Bocatoma_Sabor_Venezolano-Tres_Cantos.html
tres cantos;La Bocatoma Sabor Venezolano;Maravillosa comida, muy buen servicio... todo perfecto! Muy recomendable para pasar una buena velada con los amigos!;https://www.tripadvisor.es/Restaurant_Review-g562662-d8640014-Reviews-or230-La_Bocatoma_Sabor_Venezolano-Tres_Cantos.html
tres cantos;La Bocatoma Sabor Venezolano;Excelente comida venezolana a buen precio. La atención muy buena. Los pequeños espectaculares. Volveré.;https://www.tripadvisor.es/Restaurant_Review-g562662-d8640014-Reviews-or230-La_Bocatoma_Sabor_Venezolano-Tres_Cantos.html
tres cantos;La Bocatoma Sabor Venezolano;"Hemos encontrado el local por casualidad y nos ha sorprendido mucho. Los platos tenían pinta estupenda y el trato amabilísimo. Volveremos! 

Mucha suerte a los nuevos propietarios.Más";https://www.tripadvisor.es/Restaurant_Review-g562662-d8640014-Reviews-or230-La_Bocatoma_Sabor_Venezolano-Tres_Cantos.html
tres cantos;La Bocatoma Sabor Venezolano;Nos hemos pasado por Sabor y Sazón para tomarnos una caña y un aperitivo. El trato desde el primer momento ha sido maravilloso, muy atento, servicial y la comida auténtica venezolana riquísima, las arepas, los taqueños...todo. Volveremos muy pronto.;https://www.tripadvisor.es/Restaurant_Review-g562662-d8640014-Reviews-or230-La_Bocatoma_Sabor_Venezolano-Tres_Cantos.html
tres cantos;La Bocatoma Sabor Venezolano;"Hemos venido a comer a las seis de la tarde porque hemos salido de trabajar y nos han atendido con una amabilidad extraordinaria, haciéndote sentir como de la familia, y con cariño y muchísima educación. 
Me aconsejaron muy bien al ser la primera vez en...Más";https://www.tripadvisor.es/Restaurant_Review-g562662-d8640014-Reviews-or230-La_Bocatoma_Sabor_Venezolano-Tres_Cantos.html
tres cantos;Nawab Indian Cuisine;"Acabo de estar con mi pareja para comer
.He estado en muchos restaurantes indus.Con diferencia es el mejor en la comida y el trato..No me lo esperaba.Repetiremos";https://www.tripadvisor.es/Restaurant_Review-g562662-d16211176-Reviews-Nawab_Indian_Cuisine-Tres_Cantos.html
tres cantos;Nawab Indian Cuisine;"La comida está riquísima y la calidad. es buena, una manera de empezar, para quienes no la conozcáis todavía, con la cocina hindú que te engancha, seguro. Los postres, sobre todo teniendo en cuenta que en para entonces ya no teníamos demasiada hambre, nos encantaron,ya...quisiéramos pillarlos en cualquier momento.
Los trabajadores fueron muy amables.
Nosotros volveremosMás";https://www.tripadvisor.es/Restaurant_Review-g562662-d16211176-Reviews-Nawab_Indian_Cuisine-Tres_Cantos.html
tres cantos;Nawab Indian Cuisine;Para empezar una atencion muy servicial y la comida muy muy rica! Recomendable 100 por 100!! Nosotros repetimos seguro;https://www.tripadvisor.es/Restaurant_Review-g562662-d16211176-Reviews-Nawab_Indian_Cuisine-Tres_Cantos.html
tres cantos;Nawab Indian Cuisine;He ido varias veces a cenar y nunca decepciona. La comida está buenísima y el trato de los camareros es excelente. Volveré seguro.;https://www.tripadvisor.es/Restaurant_Review-g562662-d16211176-Reviews-Nawab_Indian_Cuisine-Tres_Cantos.html
tres cantos;Nawab Indian Cuisine;Me sorprendió muy gratamente la primera vez que fui con mi pareja. Hemos vuelto ya varias veces con los niños y siempre fenomenal. La comida es excelente y el servicio inmejorable, son amabilísimos. Sin duda uno de nuestros sitios favoritos en Tres Cantos.;https://www.tripadvisor.es/Restaurant_Review-g562662-d16211176-Reviews-Nawab_Indian_Cuisine-Tres_Cantos.html
tres cantos;Nawab Indian Cuisine;Comida muy rica, menú muy completo y servicio excelente, son súper amables. En general muy recomendable;https://www.tripadvisor.es/Restaurant_Review-g562662-d16211176-Reviews-Nawab_Indian_Cuisine-Tres_Cantos.html
tres cantos;Nawab Indian Cuisine;El trato es inmejorable, la comida estaba riquisima y nos han tratado genial. Lo recomendaría a todo el mundo.;https://www.tripadvisor.es/Restaurant_Review-g562662-d16211176-Reviews-Nawab_Indian_Cuisine-Tres_Cantos.html
tres cantos;Nawab Indian Cuisine;"Servicio inmejorable, soy muy profesionales y la comida esta increible!

Pollo tikamasala 🙌🏻 Y el helado de pistacho me encanto un gran descubrimiento

Además tienen también servicio a domicilio";https://www.tripadvisor.es/Restaurant_Review-g562662-d16211176-Reviews-Nawab_Indian_Cuisine-Tres_Cantos.html
tres cantos;Nawab Indian Cuisine;"La comida está exquisita, el trato es excepcional, en un ambiente acogedor, con una distancia de seguridad perfectamente guardadas y unas medidas de higiene óptimas.
¡Volveremos!";https://www.tripadvisor.es/Restaurant_Review-g562662-d16211176-Reviews-Nawab_Indian_Cuisine-Tres_Cantos.html
tres cantos;Nawab Indian Cuisine;El servicio maravilloso, la comida buenísima y cuentan con una amplia terraza Aclimatada que permite estar de forma segura!;https://www.tripadvisor.es/Restaurant_Review-g562662-d16211176-Reviews-Nawab_Indian_Cuisine-Tres_Cantos.html
tres cantos;Nawab Indian Cuisine;"Acabo de estar con mi pareja para comer
.He estado en muchos restaurantes indus.Con diferencia es el mejor en la comida y el trato..No me lo esperaba.Repetiremos";https://www.tripadvisor.es/Restaurant_Review-g562662-d16211176-Reviews-Nawab_Indian_Cuisine-Tres_Cantos.html
tres cantos;Nawab Indian Cuisine;"La comida está riquísima y la calidad. es buena, una manera de empezar, para quienes no la conozcáis todavía, con la cocina hindú que te engancha, seguro. Los postres, sobre todo teniendo en cuenta que en para entonces ya no teníamos demasiada hambre, nos encantaron,ya...quisiéramos pillarlos en cualquier momento.
Los trabajadores fueron muy amables.
Nosotros volveremosMás";https://www.tripadvisor.es/Restaurant_Review-g562662-d16211176-Reviews-Nawab_Indian_Cuisine-Tres_Cantos.html
tres cantos;Nawab Indian Cuisine;Para empezar una atencion muy servicial y la comida muy muy rica! Recomendable 100 por 100!! Nosotros repetimos seguro;https://www.tripadvisor.es/Restaurant_Review-g562662-d16211176-Reviews-Nawab_Indian_Cuisine-Tres_Cantos.html
tres cantos;Nawab Indian Cuisine;He ido varias veces a cenar y nunca decepciona. La comida está buenísima y el trato de los camareros es excelente. Volveré seguro.;https://www.tripadvisor.es/Restaurant_Review-g562662-d16211176-Reviews-Nawab_Indian_Cuisine-Tres_Cantos.html
tres cantos;Nawab Indian Cuisine;Me sorprendió muy gratamente la primera vez que fui con mi pareja. Hemos vuelto ya varias veces con los niños y siempre fenomenal. La comida es excelente y el servicio inmejorable, son amabilísimos. Sin duda uno de nuestros sitios favoritos en Tres Cantos.;https://www.tripadvisor.es/Restaurant_Review-g562662-d16211176-Reviews-Nawab_Indian_Cuisine-Tres_Cantos.html
tres cantos;Nawab Indian Cuisine;Comida muy rica, menú muy completo y servicio excelente, son súper amables. En general muy recomendable;https://www.tripadvisor.es/Restaurant_Review-g562662-d16211176-Reviews-Nawab_Indian_Cuisine-Tres_Cantos.html
tres cantos;Nawab Indian Cuisine;El trato es inmejorable, la comida estaba riquisima y nos han tratado genial. Lo recomendaría a todo el mundo.;https://www.tripadvisor.es/Restaurant_Review-g562662-d16211176-Reviews-Nawab_Indian_Cuisine-Tres_Cantos.html
tres cantos;Nawab Indian Cuisine;"Servicio inmejorable, soy muy profesionales y la comida esta increible!

Pollo tikamasala 🙌🏻 Y el helado de pistacho me encanto un gran descubrimiento

Además tienen también servicio a domicilio";https://www.tripadvisor.es/Restaurant_Review-g562662-d16211176-Reviews-Nawab_Indian_Cuisine-Tres_Cantos.html
tres cantos;Nawab Indian Cuisine;"La comida está exquisita, el trato es excepcional, en un ambiente acogedor, con una distancia de seguridad perfectamente guardadas y unas medidas de higiene óptimas.
¡Volveremos!";https://www.tripadvisor.es/Restaurant_Review-g562662-d16211176-Reviews-Nawab_Indian_Cuisine-Tres_Cantos.html
tres cantos;Nawab Indian Cuisine;El servicio maravilloso, la comida buenísima y cuentan con una amplia terraza Aclimatada que permite estar de forma segura!;https://www.tripadvisor.es/Restaurant_Review-g562662-d16211176-Reviews-Nawab_Indian_Cuisine-Tres_Cantos.html
tres cantos;Nawab Indian Cuisine;Muy buena comida india, el servicio muy correcto y simpático, te facilitan mucho a la hora de elegir la comida. Deseando volver.;https://www.tripadvisor.es/Restaurant_Review-g562662-d16211176-Reviews-or10-Nawab_Indian_Cuisine-Tres_Cantos.html
tres cantos;Nawab Indian Cuisine;Los camareros fueron encantadores, la comida estaba muy buena y el local está genial. Una excelente experiencia, la verdad es que repetiremos seguro. ¡Muchas gracias!;https://www.tripadvisor.es/Restaurant_Review-g562662-d16211176-Reviews-or10-Nawab_Indian_Cuisine-Tres_Cantos.html
tres cantos;Nawab Indian Cuisine;Comida de calidad y excelente servicio por parte de los camareros. Buena relacion calidad precio. Cena en pareja muy buena. Recomendable 100%;https://www.tripadvisor.es/Restaurant_Review-g562662-d16211176-Reviews-or10-Nawab_Indian_Cuisine-Tres_Cantos.html
tres cantos;Nawab Indian Cuisine;Muy buen ambiente y buen servicio. La comida riquísima y todo casero. Recomiendo el chiken curry con arroz y el pan. ¡¡HINDUdablemente bueno!!;https://www.tripadvisor.es/Restaurant_Review-g562662-d16211176-Reviews-or10-Nawab_Indian_Cuisine-Tres_Cantos.html
tres cantos;Nawab Indian Cuisine;"Muy rica la comida! Además acabas llenísimo!  Me encanta, el servicio súper atento y muy majos 
Repetiré";https://www.tripadvisor.es/Restaurant_Review-g562662-d16211176-Reviews-or10-Nawab_Indian_Cuisine-Tres_Cantos.html
tres cantos;Nawab Indian Cuisine;Tomamos el menú del día por 11,20 € y quedamos bastante satisfechos. Consta de un entrante, plato principal y postre. Todo delicioso y muy bien atendido por los camareros. Volveremos seguro!;https://www.tripadvisor.es/Restaurant_Review-g562662-d16211176-Reviews-or10-Nawab_Indian_Cuisine-Tres_Cantos.html
tres cantos;Nawab Indian Cuisine;Fui ayer a cenar con una amiga y salimos encantadas. Cabe destacar el trato por parte de los camareros, super atentos y amables en todo momento. La comida muy rica, y el sitio muy agradable. Buena relación calidad-precio teniendo en cuenta la calidad y el...Más;https://www.tripadvisor.es/Restaurant_Review-g562662-d16211176-Reviews-or10-Nawab_Indian_Cuisine-Tres_Cantos.html
tres cantos;Nawab Indian Cuisine;Muy buena elección. Muy buen Indu en Tres Cantos y en Madrid. La Atención muy buena con los camareros muy amables y dispuestos a ayudarte en la Recomendacion de platos y finalmente la elección. Los tiempos de espera muy adecuados. La comida deliciosa. Definitivamente regresaré...Más;https://www.tripadvisor.es/Restaurant_Review-g562662-d16211176-Reviews-or10-Nawab_Indian_Cuisine-Tres_Cantos.html
tres cantos;Nawab Indian Cuisine;¡Increíble! Todo delicioso. Pedimos las gambas bhuna, el pollo korma y la ternera con curry además del arroz pilaw y pan nan. Todos recomendables. En una mesa de cuatro nos quedamos súper satisfechos. Además nos invitaron a un batido de mango riquísimo. 100% recomendable. Mención...Más;https://www.tripadvisor.es/Restaurant_Review-g562662-d16211176-Reviews-or10-Nawab_Indian_Cuisine-Tres_Cantos.html
tres cantos;Nawab Indian Cuisine;"Todo en la cena ha sido genial, una gran velada en pareja. La comida y el personal de lo mejor, súper atentos dejándonos el espacio.
Hay que probar, sin duda una gran sorpresa para las cenas en Tres Cantos. Probar, os gustará";https://www.tripadvisor.es/Restaurant_Review-g562662-d16211176-Reviews-or10-Nawab_Indian_Cuisine-Tres_Cantos.html
tres cantos;Nawab Indian Cuisine;"Comida muy buena y sabrosa, muy buen trato. Muy agradable. Muy limpio.
El personal muy atento y simpático.";https://www.tripadvisor.es/Restaurant_Review-g562662-d16211176-Reviews-or20-Nawab_Indian_Cuisine-Tres_Cantos.html
tres cantos;Nawab Indian Cuisine;Grata sorpresa la atención de los camareros de este restaurante, siempre atentos y sin demoras entre platos. Tanto el pollo tikka masala como el cordero balti estaban riquísimos. Al principio, cortesía de la casa, nos sirvieron unas tortas de pan con 3 salsas para ir...Más;https://www.tripadvisor.es/Restaurant_Review-g562662-d16211176-Reviews-or20-Nawab_Indian_Cuisine-Tres_Cantos.html
tres cantos;Nawab Indian Cuisine;"Somos muy aficionados a este tipo de comida y he de decir que nos ha encantado y además muy agradables. 
El precio bien, no es caro";https://www.tripadvisor.es/Restaurant_Review-g562662-d16211176-Reviews-or20-Nawab_Indian_Cuisine-Tres_Cantos.html
tres cantos;Nawab Indian Cuisine;"En los restaurantes hindúes o paquistaníes siempre encuentras unos platos estándar. 
Soy un enamorado de las pakoras  , me gustan grandes y con los trozos de verdura en consonancia, aquí no pequeñas bolitas y eso no me convence.
Somos 6 y aparecen 4 ,le pido...Más";https://www.tripadvisor.es/Restaurant_Review-g562662-d16211176-Reviews-or20-Nawab_Indian_Cuisine-Tres_Cantos.html
tres cantos;Nawab Indian Cuisine;El menu lo hace muy economico para la excelente calidad. Siempre que venimos salimos bien llenos y muy contentos.;https://www.tripadvisor.es/Restaurant_Review-g562662-d16211176-Reviews-or20-Nawab_Indian_Cuisine-Tres_Cantos.html
